claim_id,claim,evidence,label,dataset,source,metadata
scifact_train_765_doc7552215_rat1,Medications to treat obesity do not have side effects.,"Sibutramine improved [corrected] concentrations of high density lipoprotein cholesterol and triglycerides [corrected] Rimonabant improved concentrations of high density lipoprotein cholesterol and triglycerides, blood pressure, and glycaemic control in patients with diabetes but increased the risk of mood disorders.",REFUTES,scifact,PubMed_7552215: Long term pharmacotherapy for obesity and overweight: updated meta-analysis.,"{""original_id"": 765, ""doc_id"": 7552215, ""doc_title"": ""Long term pharmacotherapy for obesity and overweight: updated meta-analysis."", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_765_doc7552215_rat2,Medications to treat obesity do not have side effects.,"CONCLUSIONS Orlistat, sibutramine, and rimonabant modestly reduce weight, have differing effects on cardiovascular risk profiles, and have specific adverse effects.",REFUTES,scifact,PubMed_7552215: Long term pharmacotherapy for obesity and overweight: updated meta-analysis.,"{""original_id"": 765, ""doc_id"": 7552215, ""doc_title"": ""Long term pharmacotherapy for obesity and overweight: updated meta-analysis."", ""sentence_indices"": [12], ""is_grounded"": true}"
scifact_train_766_doc7552215_rat0,Medications to treat obesity have unwanted side effects.,"Orlistat reduced the incidence of diabetes and improved concentrations of total cholesterol and low density lipoprotein cholesterol, blood pressure, and glycaemic control in patients with diabetes but increased rates of gastrointestinal side effects and slightly lowered concentrations of high density lipoprotein.",SUPPORTS,scifact,PubMed_7552215: Long term pharmacotherapy for obesity and overweight: updated meta-analysis.,"{""original_id"": 766, ""doc_id"": 7552215, ""doc_title"": ""Long term pharmacotherapy for obesity and overweight: updated meta-analysis."", ""sentence_indices"": [10], ""is_grounded"": true}"
scifact_train_766_doc7552215_rat1,Medications to treat obesity have unwanted side effects.,"Sibutramine improved [corrected] concentrations of high density lipoprotein cholesterol and triglycerides [corrected] Rimonabant improved concentrations of high density lipoprotein cholesterol and triglycerides, blood pressure, and glycaemic control in patients with diabetes but increased the risk of mood disorders.",SUPPORTS,scifact,PubMed_7552215: Long term pharmacotherapy for obesity and overweight: updated meta-analysis.,"{""original_id"": 766, ""doc_id"": 7552215, ""doc_title"": ""Long term pharmacotherapy for obesity and overweight: updated meta-analysis."", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_766_doc7552215_rat2,Medications to treat obesity have unwanted side effects.,"CONCLUSIONS Orlistat, sibutramine, and rimonabant modestly reduce weight, have differing effects on cardiovascular risk profiles, and have specific adverse effects.",SUPPORTS,scifact,PubMed_7552215: Long term pharmacotherapy for obesity and overweight: updated meta-analysis.,"{""original_id"": 766, ""doc_id"": 7552215, ""doc_title"": ""Long term pharmacotherapy for obesity and overweight: updated meta-analysis."", ""sentence_indices"": [12], ""is_grounded"": true}"
scifact_train_767_doc2488880_rat0,Men are more susceptible to death due to pneumonia when compared to women.,"CONCLUSIONS Although gender may not be predictive of mortality among all infections, women appear to be at increased risk for death from hospital-acquired pneumonia, even after controlling for other comorbidities.",REFUTES,scifact,PubMed_2488880: Gender-dependent differences in outcome after the treatment of infection in hospitalized patients.,"{""original_id"": 767, ""doc_id"": 2488880, ""doc_title"": ""Gender-dependent differences in outcome after the treatment of infection in hospitalized patients."", ""sentence_indices"": [10], ""is_grounded"": true}"
scifact_train_771_doc15476777_rat0,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,"On balance, a combination including oxaliplatin was preferable to single-agent fluoropyrimidines, although the primary endpoint of PFS was not met.",REFUTES,scifact,"PubMed_15476777: Chemotherapy options in elderly and frail patients with metastatic colorectal cancer (MRC FOCUS2): an open-label, randomised factorial trial","{""original_id"": 771, ""doc_id"": 15476777, ""doc_title"": ""Chemotherapy options in elderly and frail patients with metastatic colorectal cancer (MRC FOCUS2): an open-label, randomised factorial trial"", ""sentence_indices"": [16], ""is_grounded"": true}"
scifact_train_772_doc24922825_rat0,Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.,A single dose of EILV/CHIKV produced in mosquito cells elicited rapid (within 4 d) and long-lasting (>290 d) neutralizing antibodies that provided complete protection in two different mouse models.,REFUTES,scifact,PubMed_24922825: A chikungunya fever vaccine utilizing an insect-specific virus platform,"{""original_id"": 772, ""doc_id"": 24922825, ""doc_title"": ""A chikungunya fever vaccine utilizing an insect-specific virus platform"", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_774,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) fail to reveal increased sensitivity to ionizing radiation (IR).,,NOT_ENOUGH_INFO,scifact,Docs: 32275758,"{""original_id"": 774, ""cited_doc_ids"": [32275758], ""is_grounded"": false}"
scifact_train_776,Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) fail to reveal increased sensitivity to ionizing radiation (IR).,,NOT_ENOUGH_INFO,scifact,Docs: 32275758,"{""original_id"": 776, ""cited_doc_ids"": [32275758], ""is_grounded"": false}"
scifact_train_777,Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).,,NOT_ENOUGH_INFO,scifact,Docs: 32275758,"{""original_id"": 777, ""cited_doc_ids"": [32275758], ""is_grounded"": false}"
scifact_train_778_doc13001323_rat0,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure. Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle.",REFUTES,scifact,PubMed_13001323: SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance.,"{""original_id"": 778, ""doc_id"": 13001323, ""doc_title"": ""SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance."", ""sentence_indices"": [2, 3], ""is_grounded"": true}"
scifact_train_778_doc13001323_rat1,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.",REFUTES,scifact,PubMed_13001323: SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance.,"{""original_id"": 778, ""doc_id"": 13001323, ""doc_title"": ""SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance."", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_779_doc13001323_rat0,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure. Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle.",SUPPORTS,scifact,PubMed_13001323: SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance.,"{""original_id"": 779, ""doc_id"": 13001323, ""doc_title"": ""SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance."", ""sentence_indices"": [2, 3], ""is_grounded"": true}"
scifact_train_779_doc13001323_rat1,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.",SUPPORTS,scifact,PubMed_13001323: SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance.,"{""original_id"": 779, ""doc_id"": 13001323, ""doc_title"": ""SIRT1 deacetylase in SF1 neurons protects against metabolic imbalance."", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_780_doc8246922_rat0,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis.,SUPPORTS,scifact,PubMed_8246922: the Development of Autoimmune Myocarditis in Mice by an,"{""original_id"": 780, ""doc_id"": 8246922, ""doc_title"": ""the Development of Autoimmune Myocarditis in Mice by an"", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_780_doc8246922_rat1,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"In contrast, IFN-gamma plays a protective role.",SUPPORTS,scifact,PubMed_8246922: the Development of Autoimmune Myocarditis in Mice by an,"{""original_id"": 780, ""doc_id"": 8246922, ""doc_title"": ""the Development of Autoimmune Myocarditis in Mice by an"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_780_doc24338780_rat0,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,METHODS AND RESULTS We showed that IFN-gamma receptor-deficient mice (IFN-gammaR(-/-)) on a BALB/c background immunized with a peptide derived from cardiac alpha-myosin heavy chain develop severe myocarditis with high mortality.,SUPPORTS,scifact,PubMed_24338780: Lethal autoimmune myocarditis in interferon-gamma receptor-deficient mice: enhanced disease severity by impaired inducible nitric oxide synthase induction.,"{""original_id"": 780, ""doc_id"": 24338780, ""doc_title"": ""Lethal autoimmune myocarditis in interferon-gamma receptor-deficient mice: enhanced disease severity by impaired inducible nitric oxide synthase induction."", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_780_doc24338780_rat1,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"Although myocarditis subsided in wild-type mice after 3 weeks, IFN-gammaR(-/-) mice showed persistent disease.",SUPPORTS,scifact,PubMed_24338780: Lethal autoimmune myocarditis in interferon-gamma receptor-deficient mice: enhanced disease severity by impaired inducible nitric oxide synthase induction.,"{""original_id"": 780, ""doc_id"": 24338780, ""doc_title"": ""Lethal autoimmune myocarditis in interferon-gamma receptor-deficient mice: enhanced disease severity by impaired inducible nitric oxide synthase induction."", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_780_doc24338780_rat2,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,CONCLUSIONS Our data provide evidence that IFN-gamma protects mice from lethal autoimmune myocarditis by inducing the expression of inducible nitric oxide synthase followed by the downregulation of T-cell responses.,SUPPORTS,scifact,PubMed_24338780: Lethal autoimmune myocarditis in interferon-gamma receptor-deficient mice: enhanced disease severity by impaired inducible nitric oxide synthase induction.,"{""original_id"": 780, ""doc_id"": 24338780, ""doc_title"": ""Lethal autoimmune myocarditis in interferon-gamma receptor-deficient mice: enhanced disease severity by impaired inducible nitric oxide synthase induction."", ""sentence_indices"": [6], ""is_grounded"": true}"
scifact_train_782_doc8246922_rat0,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis.,SUPPORTS,scifact,PubMed_8246922: the Development of Autoimmune Myocarditis in Mice by an,"{""original_id"": 782, ""doc_id"": 8246922, ""doc_title"": ""the Development of Autoimmune Myocarditis in Mice by an"", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_782_doc8246922_rat1,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,"In contrast, IFN-gamma plays a protective role.",SUPPORTS,scifact,PubMed_8246922: the Development of Autoimmune Myocarditis in Mice by an,"{""original_id"": 782, ""doc_id"": 8246922, ""doc_title"": ""the Development of Autoimmune Myocarditis in Mice by an"", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_787_doc4740447_rat0,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.,REFUTES,scifact,PubMed_4740447: Antibacterial peptide microcin J25 inhibits transcription by binding within and obstructing the RNA polymerase secondary channel.,"{""original_id"": 787, ""doc_id"": 4740447, ""doc_title"": ""Antibacterial peptide microcin J25 inhibits transcription by binding within and obstructing the RNA polymerase secondary channel."", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_788_doc4740447_rat0,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.,SUPPORTS,scifact,PubMed_4740447: Antibacterial peptide microcin J25 inhibits transcription by binding within and obstructing the RNA polymerase secondary channel.,"{""original_id"": 788, ""doc_id"": 4740447, ""doc_title"": ""Antibacterial peptide microcin J25 inhibits transcription by binding within and obstructing the RNA polymerase secondary channel."", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_789_doc15493354_rat0,Microglia are an innate immune cell type of the central nervous system.,These physiological functions of microglia in the normal CNS begin during development and persist into maturity.,SUPPORTS,scifact,PubMed_15493354: Sublime Microglia: Expanding Roles for the Guardians of the CNS,"{""original_id"": 789, ""doc_id"": 15493354, ""doc_title"": ""Sublime Microglia: Expanding Roles for the Guardians of the CNS"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_789_doc15493354_rat1,Microglia are an innate immune cell type of the central nervous system.,"Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.",SUPPORTS,scifact,PubMed_15493354: Sublime Microglia: Expanding Roles for the Guardians of the CNS,"{""original_id"": 789, ""doc_id"": 15493354, ""doc_title"": ""Sublime Microglia: Expanding Roles for the Guardians of the CNS"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_790_doc15493354_rat0,Microglia are an innate immune cell type of the peripheral nervous system.,These physiological functions of microglia in the normal CNS begin during development and persist into maturity.,REFUTES,scifact,PubMed_15493354: Sublime Microglia: Expanding Roles for the Guardians of the CNS,"{""original_id"": 790, ""doc_id"": 15493354, ""doc_title"": ""Sublime Microglia: Expanding Roles for the Guardians of the CNS"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_790_doc15493354_rat1,Microglia are an innate immune cell type of the peripheral nervous system.,"Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.",REFUTES,scifact,PubMed_15493354: Sublime Microglia: Expanding Roles for the Guardians of the CNS,"{""original_id"": 790, ""doc_id"": 15493354, ""doc_title"": ""Sublime Microglia: Expanding Roles for the Guardians of the CNS"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_791_doc15984735_rat0,Migraine with aura is associated with ischemic stroke.,"Additional analyses indicated a significantly higher risk among people who had migraine with aura (2.16, 1.53 to 3.03) compared with people who had migraine without aura (1.23, 0.90 to 1.69; meta-regression for aura status P=0.02).",SUPPORTS,scifact,PubMed_15984735: Migraine and cardiovascular disease: systematic review and meta-analysis.,"{""original_id"": 791, ""doc_id"": 15984735, ""doc_title"": ""Migraine and cardiovascular disease: systematic review and meta-analysis."", ""sentence_indices"": [11], ""is_grounded"": true}"
scifact_train_791_doc15984735_rat1,Migraine with aura is associated with ischemic stroke.,"CONCLUSION Migraine is associated with a twofold increased risk of ischaemic stroke, which is only apparent among people who have migraine with aura.",SUPPORTS,scifact,PubMed_15984735: Migraine and cardiovascular disease: systematic review and meta-analysis.,"{""original_id"": 791, ""doc_id"": 15984735, ""doc_title"": ""Migraine and cardiovascular disease: systematic review and meta-analysis."", ""sentence_indices"": [16], ""is_grounded"": true}"
scifact_train_792_doc3610080_rat0,Misunderstandings between doctors and patients can lead to non-adherence.,All the misunderstandings were associated with lack of patients' participation in the consultation in terms of the voicing of expectations and preferences or the voicing of responses to doctors' decisions and actions. They were all associated with potential or actual adverse outcomes such as non-adherence to treatment.,SUPPORTS,scifact,PubMed_3610080: Misunderstandings in prescribing decisions in general practice: qualitative study.,"{""original_id"": 792, ""doc_id"": 3610080, ""doc_title"": ""Misunderstandings in prescribing decisions in general practice: qualitative study."", ""sentence_indices"": [6, 7], ""is_grounded"": true}"
scifact_train_795_doc8551160_rat0,Mitochondria play a major role in apoptosis.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.",SUPPORTS,scifact,"PubMed_8551160: Mitochondria: Dynamic Organelles in Disease, Aging, and Development","{""original_id"": 795, ""doc_id"": 8551160, ""doc_title"": ""Mitochondria: Dynamic Organelles in Disease, Aging, and Development"", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_797_doc8551160_rat0,Mitochondria play a major role in energy production.,Mitochondria are the primary energy-generating system in most eukaryotic cells.,SUPPORTS,scifact,"PubMed_8551160: Mitochondria: Dynamic Organelles in Disease, Aging, and Development","{""original_id"": 797, ""doc_id"": 8551160, ""doc_title"": ""Mitochondria: Dynamic Organelles in Disease, Aging, and Development"", ""sentence_indices"": [0], ""is_grounded"": true}"
scifact_train_798_doc8551160_rat0,Mitochondria play a trivial role in calcium homeostasis.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.",REFUTES,scifact,"PubMed_8551160: Mitochondria: Dynamic Organelles in Disease, Aging, and Development","{""original_id"": 798, ""doc_id"": 8551160, ""doc_title"": ""Mitochondria: Dynamic Organelles in Disease, Aging, and Development"", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,,NOT_ENOUGH_INFO,scifact,Docs: 5293024,"{""original_id"": 799, ""cited_doc_ids"": [5293024], ""is_grounded"": false}"
scifact_train_801_doc22180793_rat0,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"N-cadherin-specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.",REFUTES,scifact,"PubMed_22180793: Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","{""original_id"": 801, ""doc_id"": 22180793, ""doc_title"": ""Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance"", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_802_doc22180793_rat0,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression.",REFUTES,scifact,"PubMed_22180793: Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","{""original_id"": 802, ""doc_id"": 22180793, ""doc_title"": ""Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance"", ""sentence_indices"": [4], ""is_grounded"": true}"
scifact_train_802_doc22180793_rat1,Monoclonal antibody targeting of N-cadherin encourages metastasis.,Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.,REFUTES,scifact,"PubMed_22180793: Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","{""original_id"": 802, ""doc_id"": 22180793, ""doc_title"": ""Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance"", ""sentence_indices"": [7], ""is_grounded"": true}"
scifact_train_803_doc22180793_rat0,Monoclonal antibody targeting of N-cadherin inhibits castration resistance.,"N-cadherin-specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.",SUPPORTS,scifact,"PubMed_22180793: Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","{""original_id"": 803, ""doc_id"": 22180793, ""doc_title"": ""Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance"", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_804_doc22180793_rat0,Monoclonal antibody targeting of N-cadherin inhibits growth.,"Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro.",SUPPORTS,scifact,"PubMed_22180793: Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","{""original_id"": 804, ""doc_id"": 22180793, ""doc_title"": ""Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance"", ""sentence_indices"": [3], ""is_grounded"": true}"
scifact_train_807_doc36606083_rat0,Most termination events in Okazaki fragments are dictated by initiation patterns.,"The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture.",SUPPORTS,scifact,"PubMed_36606083: Quantitative, genome-wide analysis of eukaryotic replication initiation and termination.","{""original_id"": 807, ""doc_id"": 36606083, ""doc_title"": ""Quantitative, genome-wide analysis of eukaryotic replication initiation and termination."", ""sentence_indices"": [4], ""is_grounded"": true}"
scifact_train_810_doc13513790_rat0,"Mouse models can be generated using ""artificial spermatids.""","Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults.",SUPPORTS,scifact,PubMed_13513790: Generation of Genetically Modified Mice by Oocyte Injection of Androgenetic Haploid Embryonic Stem Cells,"{""original_id"": 810, ""doc_id"": 13513790, ""doc_title"": ""Generation of Genetically Modified Mice by Oocyte Injection of Androgenetic Haploid Embryonic Stem Cells"", ""sentence_indices"": [5], ""is_grounded"": true}"
scifact_train_812_doc19799455_rat0,Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.,Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice. Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage.,SUPPORTS,scifact,PubMed_19799455: Ascorbic-acid transporter Slc23a1 is essential for vitamin C transport into the brain and for perinatal survival,"{""original_id"": 812, ""doc_id"": 19799455, ""doc_title"": ""Ascorbic-acid transporter Slc23a1 is essential for vitamin C transport into the brain and for perinatal survival"", ""sentence_indices"": [4, 6], ""is_grounded"": true}"
scifact_train_812_doc19799455_rat1,Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.,Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content.,SUPPORTS,scifact,PubMed_19799455: Ascorbic-acid transporter Slc23a1 is essential for vitamin C transport into the brain and for perinatal survival,"{""original_id"": 812, ""doc_id"": 19799455, ""doc_title"": ""Ascorbic-acid transporter Slc23a1 is essential for vitamin C transport into the brain and for perinatal survival"", ""sentence_indices"": [8], ""is_grounded"": true}"
scifact_train_813,"Mutations in G-Beta protein GNB1 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",,NOT_ENOUGH_INFO,scifact,Docs: 33387953,"{""original_id"": 813, ""cited_doc_ids"": [33387953], ""is_grounded"": false}"
scifact_train_815_doc8148304_rat0,Mutations in RIM1 decrease levels of IME1 RNA.,"rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.",SUPPORTS,scifact,PubMed_8148304: Molecular characterization of the yeast meiotic regulatory gene RIM1.,"{""original_id"": 815, ""doc_id"": 8148304, ""doc_title"": ""Molecular characterization of the yeast meiotic regulatory gene RIM1."", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_815_doc8148304_rat1,Mutations in RIM1 decrease levels of IME1 RNA.,These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.,SUPPORTS,scifact,PubMed_8148304: Molecular characterization of the yeast meiotic regulatory gene RIM1.,"{""original_id"": 815, ""doc_id"": 8148304, ""doc_title"": ""Molecular characterization of the yeast meiotic regulatory gene RIM1."", ""sentence_indices"": [13], ""is_grounded"": true}"
scifact_train_816_doc8148304_rat0,Mutations in RIM1 raise levels of IME1 RNA.,"rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.",REFUTES,scifact,PubMed_8148304: Molecular characterization of the yeast meiotic regulatory gene RIM1.,"{""original_id"": 816, ""doc_id"": 8148304, ""doc_title"": ""Molecular characterization of the yeast meiotic regulatory gene RIM1."", ""sentence_indices"": [1], ""is_grounded"": true}"
scifact_train_816_doc8148304_rat1,Mutations in RIM1 raise levels of IME1 RNA.,These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.,REFUTES,scifact,PubMed_8148304: Molecular characterization of the yeast meiotic regulatory gene RIM1.,"{""original_id"": 816, ""doc_id"": 8148304, ""doc_title"": ""Molecular characterization of the yeast meiotic regulatory gene RIM1."", ""sentence_indices"": [13], ""is_grounded"": true}"
scifact_train_817,Myelin sheaths are lipid-rich cellular structures.,,NOT_ENOUGH_INFO,scifact,Docs: 17814815,"{""original_id"": 817, ""cited_doc_ids"": [17814815], ""is_grounded"": false}"
scifact_train_818_doc17814815_rat0,Myelin sheaths play a role in action potential propagation.,"We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling.",SUPPORTS,scifact,PubMed_17814815: Label-free in vivo imaging of myelinated axons in health and disease with spectral confocal reflectance microscopy,"{""original_id"": 818, ""doc_id"": 17814815, ""doc_title"": ""Label-free in vivo imaging of myelinated axons in health and disease with spectral confocal reflectance microscopy"", ""sentence_indices"": [0], ""is_grounded"": true}"
scifact_train_818_doc17814815_rat1,Myelin sheaths play a role in action potential propagation.,Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas.,SUPPORTS,scifact,PubMed_17814815: Label-free in vivo imaging of myelinated axons in health and disease with spectral confocal reflectance microscopy,"{""original_id"": 818, ""doc_id"": 17814815, ""doc_title"": ""Label-free in vivo imaging of myelinated axons in health and disease with spectral confocal reflectance microscopy"", ""sentence_indices"": [2], ""is_grounded"": true}"
scifact_train_822_doc15319019_rat0,N348I mutations cause resistance to nevirapine.,N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.,SUPPORTS,scifact,PubMed_15319019: N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance,"{""original_id"": 822, ""doc_id"": 15319019, ""doc_title"": ""N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance"", ""sentence_indices"": [13], ""is_grounded"": true}"
scifact_train_825_doc15319019_rat0,N348I mutations reduce resistance to nevirapine.,N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.,REFUTES,scifact,PubMed_15319019: N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance,"{""original_id"": 825, ""doc_id"": 15319019, ""doc_title"": ""N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance"", ""sentence_indices"": [13], ""is_grounded"": true}"
scifact_train_826,NAC destabilizes NO to increase the effect of contrast agents on renal functions.,,NOT_ENOUGH_INFO,scifact,Docs: 4678846,"{""original_id"": 826, ""cited_doc_ids"": [4678846], ""is_grounded"": false}"
scifact_train_828,NAC inhibits the generation of angiotensin-converting enzyme.,,NOT_ENOUGH_INFO,scifact,Docs: 4678846,"{""original_id"": 828, ""cited_doc_ids"": [4678846], ""is_grounded"": false}"
scifact_train_835_doc15928989_rat0,NR5A2 does not play a role in development of endometrial tissues.,"To study the effects of Lrh-1 on mouse gestation, we genetically disrupted its expression in the corpus luteum, resulting in luteal insufficiency. Hormone replacement permitted embryo implantation but was followed by gestational failure with impaired endometrial decidualization, compromised placental formation, fetal growth retardation and fetal death.",REFUTES,scifact,PubMed_15928989: Liver receptor homolog-1 is essential for pregnancy,"{""original_id"": 835, ""doc_id"": 15928989, ""doc_title"": ""Liver receptor homolog-1 is essential for pregnancy"", ""sentence_indices"": [5, 6], ""is_grounded"": true}"
