id,verifiable,label,claim,evidence,claim_clean,claim_norm
168250,VERIFIABLE,SUPPORTS,Iran is a power.,"[[[193727, 204207, 'Iran', 35]]]",Iran is a power.,iran is a power.
194161,VERIFIABLE,REFUTES,To The Bone includes Emma Stone.,"[[[227384, 231767, 'To_the_Bone_-LRB-film-RRB-', 1]]]",To The Bone includes Emma Stone.,to the bone includes emma stone.
184840,VERIFIABLE,REFUTES,Hungary is surrounded by water.,"[[[215383, 222267, 'Hungary', 1]]]",Hungary is surrounded by water.,hungary is surrounded by water.
153792,NOT VERIFIABLE,NOT ENOUGH INFO,Aix-Marseille-Provence Metropolis is in America.,"[[[177758, None, None, None]]]",Aix-Marseille-Provence Metropolis is in America.,aix-marseille-provence metropolis is in america.
188114,VERIFIABLE,SUPPORTS,Thiokol was also known as Thiokol Chemical Corporation.,"[[[219519, 225513, 'Thiokol', 0]]]",Thiokol was also known as Thiokol Chemical Corporation.,thiokol was also known as thiokol chemical corporation.
151967,NOT VERIFIABLE,NOT ENOUGH INFO,Andy Kaufman was a performer.,"[[[175992, None, None, None]]]",Andy Kaufman was a performer.,andy kaufman was a performer.
72105,NOT VERIFIABLE,NOT ENOUGH INFO,Olivia Wilde is a dancer.,"[[[88787, None, None, None]]]",Olivia Wilde is a dancer.,olivia wilde is a dancer.
135333,NOT VERIFIABLE,NOT ENOUGH INFO,Frank Sinatra died in December.,"[[[157922, None, None, None]]]",Frank Sinatra died in December.,frank sinatra died in december.
179202,VERIFIABLE,SUPPORTS,Up All Night is One Direction's debut album.,"[[[207900, 216088, 'Up_All_Night_-LRB-One_Direction_album-RRB-', 0]]]",Up All Night is One Direction's debut album.,up all night is one direction's debut album.
49826,VERIFIABLE,REFUTES,Akshay Kumar is on Forbes' global list of least-paid actors.,"[[[66149, 76986, 'Akshay_Kumar', 33]]]",Akshay Kumar is on Forbes' global list of least-paid actors.,akshay kumar is on forbes' global list of least-paid actors.
226268,VERIFIABLE,SUPPORTS,Gift of the Night Fury stars the voice of an Canadian filmmaker.,"[[[269762, 265989, 'Gift_of_the_Night_Fury', 6], [269762, 265989, 'Jay_Baruchel', 0]]]",Gift of the Night Fury stars the voice of an Canadian filmmaker.,gift of the night fury stars the voice of an canadian filmmaker.
214866,VERIFIABLE,SUPPORTS,History of art includes aesthetics.,"[[[255140, 254647, 'History_of_art', 0], [255140, 254647, 'Aesthetics', 0]]]",History of art includes aesthetics.,history of art includes aesthetics.
147350,NOT VERIFIABLE,NOT ENOUGH INFO,Nosedive is an episode of a romance series.,"[[[170900, None, None, None]]]",Nosedive is an episode of a romance series.,nosedive is an episode of a romance series.
65163,NOT VERIFIABLE,NOT ENOUGH INFO,The Ten Commandments is an epic poem.,"[[[81649, None, None, None]]]",The Ten Commandments is an epic poem.,the ten commandments is an epic poem.
182552,VERIFIABLE,REFUTES,Popular culture is only about computers.,"[[[212331, 219903, 'Popular_culture', 0]]]",Popular culture is only about computers.,popular culture is only about computers.
93306,NOT VERIFIABLE,NOT ENOUGH INFO,Cirrhosis can cause blue skin.,"[[[110686, None, None, None]]]",Cirrhosis can cause blue skin.,cirrhosis can cause blue skin.
209475,NOT VERIFIABLE,NOT ENOUGH INFO,Unleashed stars Jackie Chan.,"[[[248002, None, None, None]]]",Unleashed stars Jackie Chan.,unleashed stars jackie chan.
61436,NOT VERIFIABLE,NOT ENOUGH INFO,Buddhism is a god.,"[[[77919, None, None, None]]]",Buddhism is a god.,buddhism is a god.
26861,VERIFIABLE,SUPPORTS,Pregnancy symptoms include various ailments.,"[[[43005, 51650, 'Pregnancy', 7]]]",Pregnancy symptoms include various ailments.,pregnancy symptoms include various ailments.
203280,VERIFIABLE,SUPPORTS,Extreme environments can be caused by factors.,"[[[239771, 241507, 'Extreme_environment', 1]]]",Extreme environments can be caused by factors.,extreme environments can be caused by factors.
150853,VERIFIABLE,SUPPORTS,Josh Homme has been involved with things.,"[[[174659, 187816, 'Josh_Homme', 9]]]",Josh Homme has been involved with things.,josh homme has been involved with things.
200560,VERIFIABLE,SUPPORTS,Johan Heldenbergh starred in a movie.,"[[[235920, 238505, 'Johan_Heldenbergh', 1]]]",Johan Heldenbergh starred in a movie.,johan heldenbergh starred in a movie.
88618,VERIFIABLE,REFUTES,The Champ stars Robert Pattinson.,"[[[276806, 271858, 'The_Champ_-LRB-1979_film-RRB-', 1]], [[276807, 271859, 'The_Champ_-LRB-1979_film-RRB-', 1]], [[322814, 311092, 'The_Champ_-LRB-1979_film-RRB-', 1]]]",The Champ stars Robert Pattinson.,the champ stars robert pattinson.
130283,VERIFIABLE,REFUTES,Land Rover lacks the ability to make cars.,"[[[152551, 167344, 'Land_Rover', 0]], [[152551, 167345, 'Land_Rover', 10], [152551, 167345, 'Jaguar_Cars', 0]], [[152551, 167346, 'Land_Rover', 4], [152551, 167346, 'Rover_Company', 4]], [[152551, 167347, 'Land_Rover', 5], [152551, 167347, 'Land_Rover_Discovery', 0]]]",Land Rover lacks the ability to make cars.,land rover lacks the ability to make cars.
186155,VERIFIABLE,SUPPORTS,There are people in Ontario.,"[[[217084, 223726, 'Ontario', 1]]]",There are people in Ontario.,there are people in ontario.
78717,NOT VERIFIABLE,NOT ENOUGH INFO,The World According to Paris starred Hilton's then-girlfriend.,"[[[95675, None, None, None]]]",The World According to Paris starred Hilton's then-girlfriend.,the world according to paris starred hilton's then-girlfriend.
193520,VERIFIABLE,REFUTES,Maisie Williams portrays Sansa Stark.,"[[[226596, 231130, 'Maisie_Williams', 1]]]",Maisie Williams portrays Sansa Stark.,maisie williams portrays sansa stark.
62739,VERIFIABLE,SUPPORTS,Nikola Tesla was a person.,"[[[79165, 90792, 'Nikola_Tesla', 0]]]",Nikola Tesla was a person.,nikola tesla was a person.
200425,VERIFIABLE,SUPPORTS,"Snoop Dogg has the albums Da Game Is to Be Sold, Not to Be Told and No Limit Top Dogg.","[[[235758, 238322, 'Snoop_Dogg', 13], [235758, 238322, 'Snoop_Dogg', 14]]]","Snoop Dogg has the albums Da Game Is to Be Sold, Not to Be Told and No Limit Top Dogg.","snoop dogg has the albums da game is to be sold, not to be told and no limit top dogg."
192099,VERIFIABLE,REFUTES,The Long Run was rejected by the Eagles.,"[[[224681, 229474, 'The_Long_Run_-LRB-song-RRB-', 0]]]",The Long Run was rejected by the Eagles.,the long run was rejected by the eagles.
64862,VERIFIABLE,REFUTES,Adele is an actress.,"[[[81342, 93125, 'Adele', 0]]]",Adele is an actress.,adele is an actress.
86273,VERIFIABLE,SUPPORTS,"Vikrant Massey starred in Dharam Veer, Balika Vadhu, Baba Aiso Varr Dhoondo, V The Serial, and Qubool Hai.","[[[274178, 269497, 'Vikrant_Massey', 1]], [[274188, 269501, 'Vikrant_Massey', 1]], [[276561, 271663, 'Vikrant_Massey', 1]], [[322269, 310619, 'Vikrant_Massey', 1]], [[322270, 310620, 'Vikrant_Massey', 1]], [[322283, 310648, 'Vikrant_Massey', 1]]]","Vikrant Massey starred in Dharam Veer, Balika Vadhu, Baba Aiso Varr Dhoondo, V The Serial, and Qubool Hai.","vikrant massey starred in dharam veer, balika vadhu, baba aiso varr dhoondo, v the serial, and qubool hai."
116141,VERIFIABLE,SUPPORTS,Jim Parsons stars in a show.,"[[[282538, 276725, 'Jim_Parsons', 1]], [[282543, 276728, 'Jim_Parsons', 1], [282543, 276728, 'The_Big_Bang_Theory', 0]], [[282544, 276729, 'Jim_Parsons', 1], [282544, 276729, 'The_Big_Bang_Theory', 0]], [[282545, 276730, 'Jim_Parsons', 1]], [[330692, 317294, 'Jim_Parsons', 1]]]",Jim Parsons stars in a show.,jim parsons stars in a show.
206310,NOT VERIFIABLE,NOT ENOUGH INFO,Billy Bob Thornton appeared in a film.,"[[[243915, None, None, None]]]",Billy Bob Thornton appeared in a film.,billy bob thornton appeared in a film.
213219,VERIFIABLE,SUPPORTS,The Nile drains through a forest.,"[[[252941, 252823, 'Nile', 2], [252941, 252823, 'Kenya', 11]]]",The Nile drains through a forest.,the nile drains through a forest.
34224,NOT VERIFIABLE,NOT ENOUGH INFO,Ron Perlman is a singer.,"[[[50342, None, None, None]]]",Ron Perlman is a singer.,ron perlman is a singer.
81414,NOT VERIFIABLE,NOT ENOUGH INFO,Apple Inc.'s consumer software includes dead people.,"[[[98461, None, None, None]]]",Apple Inc.'s consumer software includes dead people.,apple inc.'s consumer software includes dead people.
202353,VERIFIABLE,REFUTES,Destiny was released exclusively for the Wii.,"[[[238391, 240432, 'Destiny_-LRB-video_game-RRB-', 1]], [[238394, 240434, 'Destiny_-LRB-video_game-RRB-', 1]]]",Destiny was released exclusively for the Wii.,destiny was released exclusively for the wii.
74199,VERIFIABLE,REFUTES,Willie Nelson joined his first band at sixteen.,"[[[93343, 106299, 'Willie_Nelson', 6]]]",Willie Nelson joined his first band at sixteen.,willie nelson joined his first band at sixteen.
147385,VERIFIABLE,SUPPORTS,Minos fathered a child.,"[[[170932, 184477, 'Minos', 4]], [[170932, 184478, 'Minos', 5]], [[170932, 184479, 'Minos', 6]], [[170932, 184480, 'Minos', 7]]]",Minos fathered a child.,minos fathered a child.
93975,NOT VERIFIABLE,NOT ENOUGH INFO,"Views had the album ""One Dance.""","[[[111377, None, None, None]]]","Views had the album ""One Dance.""","views had the album ""one dance."""
88713,VERIFIABLE,REFUTES,Hugo Weaving is a voice actor.,"[[[105945, 119323, 'Hugo_Weaving', 7]]]",Hugo Weaving is a voice actor.,hugo weaving is a voice actor.
206879,NOT VERIFIABLE,NOT ENOUGH INFO,"Ayutthaya was friendly towards Chinese, Dutch, English, Vietnamese, Indian, Japanese, Persian, Portuguese, Spanish, and French people.","[[[244619, None, None, None]]]","Ayutthaya was friendly towards Chinese, Dutch, English, Vietnamese, Indian, Japanese, Persian, Portuguese, Spanish, and French people.","ayutthaya was friendly towards chinese, dutch, english, vietnamese, indian, japanese, persian, portuguese, spanish, and french people."
176522,VERIFIABLE,SUPPORTS,Sunrise created anime.,"[[[206454, 214802, 'Sunrise_-LRB-company-RRB-', 0], [206454, 214802, 'Anime', 2]], [[206454, 214803, 'Sunrise_-LRB-company-RRB-', 6]], [[206454, 214804, 'Sunrise_-LRB-company-RRB-', 10]], [[206454, 214805, 'Sunrise_-LRB-company-RRB-', 19]]]",Sunrise created anime.,sunrise created anime.
186137,NOT VERIFIABLE,NOT ENOUGH INFO,There are bodies of water in Ontario.,"[[[217058, None, None, None]]]",There are bodies of water in Ontario.,there are bodies of water in ontario.
140831,VERIFIABLE,REFUTES,The Walt Disney Company owns the Rocky Mountains.,"[[[163833, 178073, 'The_Walt_Disney_Company', 10]]]",The Walt Disney Company owns the Rocky Mountains.,the walt disney company owns the rocky mountains.
171978,VERIFIABLE,SUPPORTS,Warm Leatherette is by a woman.,"[[[198462, 208313, 'Warm_Leatherette_-LRB-album-RRB-', 0], [198462, 208313, 'Grace_Jones', 1]]]",Warm Leatherette is by a woman.,warm leatherette is by a woman.
88767,NOT VERIFIABLE,NOT ENOUGH INFO,Venus Williams is one of the best female tennis players.,"[[[105984, None, None, None]]]",Venus Williams is one of the best female tennis players.,venus williams is one of the best female tennis players.
179914,VERIFIABLE,SUPPORTS,Cape Fear involved a writer.,"[[[208848, 216818, 'Cape_Fear_-LRB-1991_film-RRB-', 0], [208848, 216818, 'Martin_Scorsese', 0]]]",Cape Fear involved a writer.,cape fear involved a writer.
206303,VERIFIABLE,SUPPORTS,Billy Bob Thornton appeared in U Turn.,"[[[246119, 246712, 'Billy_Bob_Thornton', 4]]]",Billy Bob Thornton appeared in U Turn.,billy bob thornton appeared in u turn.
136259,NOT VERIFIABLE,NOT ENOUGH INFO,One America News Network is a Canadian television channel.,"[[[291180, None, None, None], [293313, None, None, None], [337005, None, None, None], [337010, None, None, None]]]",One America News Network is a Canadian television channel.,one america news network is a canadian television channel.
176781,NOT VERIFIABLE,NOT ENOUGH INFO,Legion was written by a man.,"[[[204827, None, None, None]]]",Legion was written by a man.,legion was written by a man.
135060,NOT VERIFIABLE,NOT ENOUGH INFO,Bonnie Hunt was in Shawshank Redemption.,"[[[157639, None, None, None]]]",Bonnie Hunt was in Shawshank Redemption.,bonnie hunt was in shawshank redemption.
101411,VERIFIABLE,REFUTES,Henry V is an American film.,"[[[120939, 135247, 'Henry_V_-LRB-2012_film-RRB-', 0]], [[120948, 135254, 'Henry_V_-LRB-2012_film-RRB-', 0]]]",Henry V is an American film.,henry v is an american film.
32337,NOT VERIFIABLE,NOT ENOUGH INFO,IBM invented the personal computer.,"[[[48447, None, None, None]]]",IBM invented the personal computer.,ibm invented the personal computer.
197235,VERIFIABLE,REFUTES,Omar Sharif was fluent exclusively in Hebrew.,"[[[231807, 235165, 'Omar_Sharif', 7]], [[231808, 235166, 'Omar_Sharif', 7]]]",Omar Sharif was fluent exclusively in Hebrew.,omar sharif was fluent exclusively in hebrew.
18721,VERIFIABLE,SUPPORTS,Patty Hearst was kidnapped.,"[[[34345, 41664, 'Patty_Hearst', 1]]]",Patty Hearst was kidnapped.,patty hearst was kidnapped.
223108,NOT VERIFIABLE,NOT ENOUGH INFO,Your Highness stars a bird.,"[[[265764, None, None, None]]]",Your Highness stars a bird.,your highness stars a bird.
143162,NOT VERIFIABLE,NOT ENOUGH INFO,Snooki is a Pisces.,"[[[166229, None, None, None]]]",Snooki is a Pisces.,snooki is a pisces.
44623,NOT VERIFIABLE,NOT ENOUGH INFO,One America News Network is a science fiction television channel.,"[[[60989, None, None, None]]]",One America News Network is a science fiction television channel.,one america news network is a science fiction television channel.
52886,NOT VERIFIABLE,NOT ENOUGH INFO,Jim Parsons stars in an NBC show.,"[[[69168, None, None, None]]]",Jim Parsons stars in an NBC show.,jim parsons stars in an nbc show.
215168,NOT VERIFIABLE,NOT ENOUGH INFO,James and the Giant Peach was a silent animated film.,"[[[255521, None, None, None]]]",James and the Giant Peach was a silent animated film.,james and the giant peach was a silent animated film.
199044,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes animals.,"[[[234026, None, None, None]]]",International Relations includes animals.,international relations includes animals.
152295,VERIFIABLE,REFUTES,Kurt Russell signed a contract with Time Warner.,"[[[177945, 190625, 'Kurt_Russell', 2]]]",Kurt Russell signed a contract with Time Warner.,kurt russell signed a contract with time warner.
113964,VERIFIABLE,SUPPORTS,Bal Gangadhar Tilak taught.,"[[[133860, 148724, 'Bal_Gangadhar_Tilak', 0]]]",Bal Gangadhar Tilak taught.,bal gangadhar tilak taught.
223886,VERIFIABLE,REFUTES,All original members of Stone Temple Pilots were exclusively from Somalia.,"[[[266728, 263624, 'Stone_Temple_Pilots', 0]]]",All original members of Stone Temple Pilots were exclusively from Somalia.,all original members of stone temple pilots were exclusively from somalia.
199060,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes animals.,"[[[234043, None, None, None]]]",International Relations includes animals.,international relations includes animals.
218911,NOT VERIFIABLE,NOT ENOUGH INFO,"Renaissance art involved Masaccio, Brunelleschi, Ghiberti, Piero della Francesca, Donatello and Michelozzo, and Florence.","[[[260270, None, None, None]]]","Renaissance art involved Masaccio, Brunelleschi, Ghiberti, Piero della Francesca, Donatello and Michelozzo, and Florence.","renaissance art involved masaccio, brunelleschi, ghiberti, piero della francesca, donatello and michelozzo, and florence."
198997,NOT VERIFIABLE,NOT ENOUGH INFO,International Relations includes animals.,"[[[233975, None, None, None]]]",International Relations includes animals.,international relations includes animals.
154460,VERIFIABLE,SUPPORTS,Minions is a film production.,"[[[178452, 191034, 'Minions_-LRB-film-RRB-', 0]]]",Minions is a film production.,minions is a film production.
171199,VERIFIABLE,REFUTES,Mr. Nobody is a comedic film.,"[[[197590, 207594, 'Mr._Nobody_-LRB-film-RRB-', 0]]]",Mr. Nobody is a comedic film.,mr. nobody is a comedic film.
184930,NOT VERIFIABLE,NOT ENOUGH INFO,Winnipeg is home to the Parliament of Canada.,"[[[215466, None, None, None]]]",Winnipeg is home to the Parliament of Canada.,winnipeg is home to the parliament of canada.
140061,NOT VERIFIABLE,NOT ENOUGH INFO,Bonnie Hunt was in Shawshank Redemption.,"[[[163024, None, None, None]]]",Bonnie Hunt was in Shawshank Redemption.,bonnie hunt was in shawshank redemption.
135156,NOT VERIFIABLE,NOT ENOUGH INFO,Rainn Wilson attended the University of Pennsylvania.,"[[[157737, None, None, None]]]",Rainn Wilson attended the University of Pennsylvania.,rainn wilson attended the university of pennsylvania.
196273,NOT VERIFIABLE,NOT ENOUGH INFO,Emily Browning starred in a show.,"[[[230617, None, None, None]]]",Emily Browning starred in a show.,emily browning starred in a show.
196227,NOT VERIFIABLE,NOT ENOUGH INFO,The Prince of Egypt is a creative work.,"[[[230574, None, None, None]]]",The Prince of Egypt is a creative work.,the prince of egypt is a creative work.
225936,NOT VERIFIABLE,NOT ENOUGH INFO,Hate group practices a philosopy.,"[[[269348, None, None, None]]]",Hate group practices a philosopy.,hate group practices a philosopy.
203988,VERIFIABLE,REFUTES,Laura Linney was on the Titanic.,"[[[240785, 242399, 'Laura_Linney', 0]]]",Laura Linney was on the Titanic.,laura linney was on the titanic.
23855,VERIFIABLE,SUPPORTS,Michelle Williams starred in a film.,"[[[39796, 47881, 'Michelle_Williams_-LRB-actress-RRB-', 1]]]",Michelle Williams starred in a film.,michelle williams starred in a film.
134060,NOT VERIFIABLE,NOT ENOUGH INFO,Pregnancy symptoms include various ailments.,"[[[156595, None, None, None]]]",Pregnancy symptoms include various ailments.,pregnancy symptoms include various ailments.
180828,VERIFIABLE,SUPPORTS,Central America contains agriculture.,"[[[209882, 217677, 'Central_America', 2], [209882, 217677, 'Costa_Rica', 13], [209882, 217677, 'El_Salvador', 16]]]",Central America contains agriculture.,central america contains agriculture.
228676,VERIFIABLE,SUPPORTS,How to Lose Friends & Alienate People stars an english actor.,"[[[272846, 268518, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6], [272846, 268518, 'Max_Minghella', 0], [272846, 268518, 'Simon_Pegg', 0]]]",How to Lose Friends & Alienate People stars an english actor.,how to lose friends & alienate people stars an english actor.
77337,NOT VERIFIABLE,NOT ENOUGH INFO,"West Hollywood, California is referred to as SoHo.","[[[94256, None, None, None]]]","West Hollywood, California is referred to as SoHo.","west hollywood, california is referred to as soho."
109985,VERIFIABLE,SUPPORTS,Mary Marvel predates something.,"[[[129049, 143823, 'Mary_Marvel', 7]]]",Mary Marvel predates something.,mary marvel predates something.
156066,NOT VERIFIABLE,NOT ENOUGH INFO,The Voice is a dancing competition.,"[[[180122, None, None, None]]]",The Voice is a dancing competition.,the voice is a dancing competition.
68867,NOT VERIFIABLE,NOT ENOUGH INFO,Merlin was created by a person.,"[[[85497, None, None, None]]]",Merlin was created by a person.,merlin was created by a person.
176439,NOT VERIFIABLE,NOT ENOUGH INFO,Sunrise created Ghost in the Shell.,"[[[204361, None, None, None]]]",Sunrise created Ghost in the Shell.,sunrise created ghost in the shell.
11822,NOT VERIFIABLE,NOT ENOUGH INFO,Lionel Messi stayed in Boston his whole life.,"[[[27058, None, None, None]]]",Lionel Messi stayed in Boston his whole life.,lionel messi stayed in boston his whole life.
187696,VERIFIABLE,SUPPORTS,United Kingdom is a member of the United Nations.,"[[[220800, 226599, 'United_Kingdom', 36]]]",United Kingdom is a member of the United Nations.,united kingdom is a member of the united nations.
226281,NOT VERIFIABLE,NOT ENOUGH INFO,Gift of the Night Fury exclusively stars the voices of people from Kenya.,"[[[269774, None, None, None]]]",Gift of the Night Fury exclusively stars the voices of people from Kenya.,gift of the night fury exclusively stars the voices of people from kenya.
205542,NOT VERIFIABLE,NOT ENOUGH INFO,Wyatt Earp worked to extract minerals.,"[[[242867, None, None, None]]]",Wyatt Earp worked to extract minerals.,wyatt earp worked to extract minerals.
32184,NOT VERIFIABLE,NOT ENOUGH INFO,Superman works for Clark Kent.,"[[[48299, None, None, None]]]",Superman works for Clark Kent.,superman works for clark kent.
166553,NOT VERIFIABLE,NOT ENOUGH INFO,Christine Daaé is a character from Twilight.,"[[[191553, None, None, None]]]",Christine Daaé is a character from Twilight.,christine daaé is a character from twilight.
83825,NOT VERIFIABLE,NOT ENOUGH INFO,Inception stars Ellen Page.,"[[[100851, None, None, None]]]",Inception stars Ellen Page.,inception stars ellen page.
136457,VERIFIABLE,SUPPORTS,Donald Sutherland is a person.,"[[[289805, 282892, 'Donald_Sutherland', 0]], [[289805, 282893, 'Donald_Sutherland', 3]], [[289805, 282894, 'Donald_Sutherland', 4]], [[289805, 282895, 'Donald_Sutherland', 7]], [[289805, 282896, 'Donald_Sutherland', 10]], [[289805, 282897, 'Donald_Sutherland', 11]], [[289805, 282898, 'Donald_Sutherland', 12]], [[289805, 282899, 'Donald_Sutherland', 13]], [[293338, 285908, 'Donald_Sutherland', 0]], [[293338, 285909, 'Donald_Sutherland', 3]], [[293338, 285910, 'Donald_Sutherland', 4]], [[293338, 285911, 'Donald_Sutherland', 7]], [[293338, 285912, 'Donald_Sutherland', 10]], [[293338, 285913, 'Donald_Sutherland', 11]], [[293338, 285914, 'Donald_Sutherland', 12]], [[293338, 285915, 'Donald_Sutherland', 13]], [[337028, 322470, 'Donald_Sutherland', 0]], [[337038, 322476, 'Donald_Sutherland', 0]], [[337046, 322481, 'Donald_Sutherland', 0]], [[337046, 322482, 'Donald_Sutherland', 13]]]",Donald Sutherland is a person.,donald sutherland is a person.
58976,VERIFIABLE,SUPPORTS,"The United Kingdom includes England, Scotland, Wales and Northern Ireland.","[[[75416, 86673, 'United_Kingdom', 15]]]","The United Kingdom includes England, Scotland, Wales and Northern Ireland.","the united kingdom includes england, scotland, wales and northern ireland."
215701,NOT VERIFIABLE,NOT ENOUGH INFO,Super Street Fighter II Turbo is a singing only game.,"[[[256269, None, None, None]]]",Super Street Fighter II Turbo is a singing only game.,super street fighter ii turbo is a singing only game.
49862,VERIFIABLE,SUPPORTS,21 Jump Street was released in the United States.,"[[[66180, 77013, '21_Jump_Street_-LRB-film-RRB-', 0]]]",21 Jump Street was released in the United States.,21 jump street was released in the united states.
218606,VERIFIABLE,REFUTES,Transformers: The Last Knight stars Tom Cruise.,"[[[259920, 258436, 'Transformers-COLON-_The_Last_Knight', 2]]]",Transformers: The Last Knight stars Tom Cruise.,transformers: the last knight stars tom cruise.
82222,VERIFIABLE,REFUTES,Michelle Pfeiffer lost a BAFTA Award.,"[[[99286, 112421, 'Michelle_Pfeiffer', 6]]]",Michelle Pfeiffer lost a BAFTA Award.,michelle pfeiffer lost a bafta award.
61277,NOT VERIFIABLE,NOT ENOUGH INFO,The Champ stars Robert Pattinson.,"[[[77773, None, None, None]]]",The Champ stars Robert Pattinson.,the champ stars robert pattinson.
174248,VERIFIABLE,REFUTES,Oliver Reed was in a movie in 1936.,"[[[201375, 210832, 'Oliver_Reed', 0]]]",Oliver Reed was in a movie in 1936.,oliver reed was in a movie in 1936.
2586,NOT VERIFIABLE,NOT ENOUGH INFO,Ron Perlman is an American citizen.,"[[[18582, None, None, None]]]",Ron Perlman is an American citizen.,ron perlman is an american citizen.
191901,NOT VERIFIABLE,NOT ENOUGH INFO,The Hangover Part III includes Dave Chapelle.,"[[[224445, None, None, None]]]",The Hangover Part III includes Dave Chapelle.,the hangover part iii includes dave chapelle.
187715,VERIFIABLE,SUPPORTS,The United Kingdom is a member of organizations.,"[[[219027, 225163, 'United_Kingdom', 39]], [[219028, 225164, 'United_Kingdom', 39]]]",The United Kingdom is a member of organizations.,the united kingdom is a member of organizations.
162559,VERIFIABLE,REFUTES,Ed Sheeran is an English muffin.,"[[[187119, 198815, 'Ed_Sheeran', 0]]]",Ed Sheeran is an English muffin.,ed sheeran is an english muffin.
47687,NOT VERIFIABLE,NOT ENOUGH INFO,Bonnie Hunt was in Shawshank Redemption.,"[[[64071, None, None, None]]]",Bonnie Hunt was in Shawshank Redemption.,bonnie hunt was in shawshank redemption.
182426,VERIFIABLE,SUPPORTS,Gareth Neame is an award winner.,"[[[212165, 219768, 'Gareth_Neame', 0]]]",Gareth Neame is an award winner.,gareth neame is an award winner.
224840,VERIFIABLE,REFUTES,Snoop Dogg is from Maine.,"[[[267905, 264533, 'Snoop_Dogg', 0]]]",Snoop Dogg is from Maine.,snoop dogg is from maine.
210095,NOT VERIFIABLE,NOT ENOUGH INFO,Led Zeppelin is an English rock band.,"[[[248857, None, None, None]]]",Led Zeppelin is an English rock band.,led zeppelin is an english rock band.
127399,NOT VERIFIABLE,NOT ENOUGH INFO,Egypt is a member of the Boys and Girls Club.,"[[[149274, None, None, None]]]",Egypt is a member of the Boys and Girls Club.,egypt is a member of the boys and girls club.
145320,VERIFIABLE,SUPPORTS,IBM invented the personal computer.,"[[[168622, 182357, 'IBM', 6], [168622, 182357, 'Personal_computer', 0]]]",IBM invented the personal computer.,ibm invented the personal computer.
116575,VERIFIABLE,SUPPORTS,There are Christian states in the world.,"[[[136942, 151773, 'Christian_state', 2]]]",There are Christian states in the world.,there are christian states in the world.
108776,VERIFIABLE,SUPPORTS,Whiplash features a person.,"[[[127622, 142216, 'Whiplash_-LRB-2014_film-RRB-', 0]], [[127622, 142217, 'Whiplash_-LRB-2014_film-RRB-', 1]]]",Whiplash features a person.,whiplash features a person.
216072,VERIFIABLE,REFUTES,The 19th G7 summit included Mexico.,"[[[256724, 255884, '19th_G7_summit', 4]]]",The 19th G7 summit included Mexico.,the 19th g7 summit included mexico.
79168,VERIFIABLE,REFUTES,Volleyball is a business.,"[[[96131, 109208, 'Volleyball', 0]]]",Volleyball is a business.,volleyball is a business.
176790,VERIFIABLE,REFUTES,Legion was written by Peter Griffin.,"[[[204856, 213547, 'Legion_-LRB-2010_film-RRB-', 0]]]",Legion was written by Peter Griffin.,legion was written by peter griffin.
205923,NOT VERIFIABLE,NOT ENOUGH INFO,Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,"[[[243402, None, None, None]]]",Cosmopolitan as of 2011 contains content which includes articles on political dialogue.,cosmopolitan as of 2011 contains content which includes articles on political dialogue.
226332,NOT VERIFIABLE,NOT ENOUGH INFO,Gift of the Night Fury exclusively stars the voices of people from Kenya.,"[[[269842, None, None, None]]]",Gift of the Night Fury exclusively stars the voices of people from Kenya.,gift of the night fury exclusively stars the voices of people from kenya.
179545,VERIFIABLE,REFUTES,Every episode of The Singing Detective is called Pilot.,"[[[208363, 216435, 'The_Singing_Detective', 1]]]",Every episode of The Singing Detective is called Pilot.,every episode of the singing detective is called pilot.
133620,NOT VERIFIABLE,NOT ENOUGH INFO,The Walt Disney Company owns Nickelodeon.,"[[[156166, None, None, None]]]",The Walt Disney Company owns Nickelodeon.,the walt disney company owns nickelodeon.
155503,NOT VERIFIABLE,NOT ENOUGH INFO,The Champ stars an Armenian actress.,"[[[179561, None, None, None]]]",The Champ stars an Armenian actress.,the champ stars an armenian actress.
228129,VERIFIABLE,SUPPORTS,Kafka stars an english actor.,"[[[272141, 267847, 'Kafka_-LRB-film-RRB-', 2], [272141, 267847, 'Jeremy_Irons', 0]], [[272146, 267852, 'Kafka_-LRB-film-RRB-', 2], [272146, 267852, 'Alec_Guinness', 0], [272146, 267852, 'Ian_Holm', 0], [272146, 267852, 'Jeremy_Irons', 0]]]",Kafka stars an english actor.,kafka stars an english actor.
177813,VERIFIABLE,REFUTES,Labor Pains was released in August in a country.,"[[[207410, 215690, 'Labor_Pains', 1]], [[207410, 215691, 'Labor_Pains', 2]]]",Labor Pains was released in August in a country.,labor pains was released in august in a country.
33678,VERIFIABLE,REFUTES,Miss Selfridge began in a corpse.,"[[[101477, 114723, 'Miss_Selfridge', 0]], [[306905, 297481, 'Miss_Selfridge', 0]]]",Miss Selfridge began in a corpse.,miss selfridge began in a corpse.
