claim_id,claim,evidence,label,document_id,dataset
scifact_777,Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).,"DNA polymerases mu (pol mu), lambda (pol lambda), and terminal deoxynucleotidyltransferase (TdT) are enzymes of the pol X family that share homology in sequence and functional domain organization.",0,32275758,scifact
scifact_777,Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).,We showed previously that pol mu participates in light chain but surprisingly not heavy chain gene rearrangement.,0,32275758,scifact
scifact_777,Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).,"We show here that immunoglobulin heavy chain junctions from pol lambda-deficient animals have shorter length with normal N-additions, thus indicating that pol lambda is recruited during heavy chain rearrangement at a step that precedes the action of TdT. In contrast to previous in vitro studies, analysis of animals with combined inactivation of these enzymes revealed no overlapping or compensatory activities for V(D)J recombination between pol mu, pol lambda, and TdT. This complex usage of polymerases with distinct catalytic specificities may correspond to the specific function that the third hypervariable region assumes for each immunoglobulin chain, with pol lambda maintaining a large heavy chain junctional heterogeneity and pol mu ensuring a restricted light chain junctional variability.",0,32275758,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure.",1,13001323,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle.",1,13001323,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.",1,13001323,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Chronic feeding on high-calorie diets causes obesity and type 2 diabetes mellitus (T2DM), illnesses that affect hundreds of millions.",0,13001323,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Thus, understanding the pathways protecting against diet-induced metabolic imbalance is of paramount medical importance.",0,13001323,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,"Mechanistically, these aberrations arise, in part, from impaired metabolic actions of the neuropeptide orexin-A and the hormone leptin.",0,13001323,scifact
scifact_778,Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,Our results unveil important protective roles of SIRT1 in SF1 neurons against dietary metabolic imbalance.,0,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Here, we show that mice lacking SIRT1 in steroidogenic factor 1 (SF1) neurons are hypersensitive to dietary obesity owing to maladaptive energy expenditure.",1,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Also, mutant mice have increased susceptibility to developing dietary T2DM due to insulin resistance in skeletal muscle.",1,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Conversely, mice overexpressing SIRT1 in SF1 neurons are more resistant to diet-induced obesity and insulin resistance due to increased energy expenditure and enhanced skeletal muscle insulin sensitivity.",1,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Chronic feeding on high-calorie diets causes obesity and type 2 diabetes mellitus (T2DM), illnesses that affect hundreds of millions.",0,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Thus, understanding the pathways protecting against diet-induced metabolic imbalance is of paramount medical importance.",0,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,"Mechanistically, these aberrations arise, in part, from impaired metabolic actions of the neuropeptide orexin-A and the hormone leptin.",0,13001323,scifact
scifact_779,Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,Our results unveil important protective roles of SIRT1 in SF1 neurons against dietary metabolic imbalance.,0,13001323,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"In contrast, IFN-gamma plays a protective role.",1,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis.,1,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,BACKGROUND Interleukin (IL)-12 exerts a potent proinflammatory effect by stimulating T-helper (Th) 1 responses.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,This effect is believed to be mediated primarily through the activation of STAT4 and subsequent production of interferon (IFN)-gamma.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Methods and Results- We examined the role of IL-12 receptor (IL-12R) signaling in the development of murine experimental autoimmune myocarditis (EAM) induced by cardiac myosin immunization.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Both IL-12Rbeta1-deficient mice and STAT4-deficient mice were resistant to the induction of myocarditis.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Treatment with exogenous IL-12 exacerbated disease.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,We questioned whether IFN-gamma is required for the disease-promoting activity of IL-12.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"On the contrary, we found that IFN-gamma suppresses EAM.",0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"Spleens from IFN-gamma-deficient mice immunized with cardiac myosin showed increased cellularity; greater numbers of CD3+, CD4+, CD8+, and IL-2-producing cells; and heightened ability to produce cytokines on stimulation in vitro.",0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Treatment of mice with recombinant IFN-gamma suppressed the development of myocarditis.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,CONCLUSIONS IL-12/IL-12R/STAT4 signaling promotes the development of EAM.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,The disease-limiting effects of IFN-gamma might be explained by its ability to control the expansion of activated T lymphocytes.,0,8246922,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,METHODS AND RESULTS We showed that IFN-gamma receptor-deficient mice (IFN-gammaR(-/-)) on a BALB/c background immunized with a peptide derived from cardiac alpha-myosin heavy chain develop severe myocarditis with high mortality.,1,24338780,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"Although myocarditis subsided in wild-type mice after 3 weeks, IFN-gammaR(-/-) mice showed persistent disease.",1,24338780,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,CONCLUSIONS Our data provide evidence that IFN-gamma protects mice from lethal autoimmune myocarditis by inducing the expression of inducible nitric oxide synthase followed by the downregulation of T-cell responses.,1,24338780,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,BACKGROUND Interferon-gamma (IFN-gamma) is an essential cytokine in the regulation of inflammatory responses in autoimmune diseases.,0,24338780,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Little is known about its role in inflammatory heart disease.,0,24338780,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,"The persistent inflammation was accompanied by vigorous in vitro CD4 T-cell responses and impaired inducible nitric oxide synthase expression, together with evidence of impaired nitric oxide production in IFN-gammaR(-/-) hearts.",0,24338780,scifact
scifact_780,Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,Treatment of wild-type mice with the nitric oxide synthetase inhibitor N:-nitro-l-arginine-methyl-ester enhanced in vitro CD4 T-cell proliferation and prevented healing of myocarditis.,0,24338780,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,"In contrast, IFN-gamma plays a protective role.",1,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,Lack of IFN-gamma due to either depletion with an antibody or a genetic deficiency exacerbated myocarditis.,1,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,BACKGROUND Interleukin (IL)-12 exerts a potent proinflammatory effect by stimulating T-helper (Th) 1 responses.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,This effect is believed to be mediated primarily through the activation of STAT4 and subsequent production of interferon (IFN)-gamma.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,Methods and Results- We examined the role of IL-12 receptor (IL-12R) signaling in the development of murine experimental autoimmune myocarditis (EAM) induced by cardiac myosin immunization.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,Both IL-12Rbeta1-deficient mice and STAT4-deficient mice were resistant to the induction of myocarditis.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,Treatment with exogenous IL-12 exacerbated disease.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,We questioned whether IFN-gamma is required for the disease-promoting activity of IL-12.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,"On the contrary, we found that IFN-gamma suppresses EAM.",0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,"Spleens from IFN-gamma-deficient mice immunized with cardiac myosin showed increased cellularity; greater numbers of CD3+, CD4+, CD8+, and IL-2-producing cells; and heightened ability to produce cytokines on stimulation in vitro.",0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,Treatment of mice with recombinant IFN-gamma suppressed the development of myocarditis.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,CONCLUSIONS IL-12/IL-12R/STAT4 signaling promotes the development of EAM.,0,8246922,scifact
scifact_782,Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,The disease-limiting effects of IFN-gamma might be explained by its ability to control the expansion of activated T lymphocytes.,0,8246922,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.,1,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,The antibacterial peptide microcin J25 (MccJ25) inhibits transcription by bacterial RNA polymerase (RNAP).,0,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,"Genetic results indicate that inhibition of transcription requires an extensive determinant, comprising more than 50 amino acid residues, within the RNAP secondary channel (also known as the ""NTP-uptake channel"" or ""pore"").",0,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,Biophysical results indicate that inhibition of transcription involves binding of MccJ25 within the RNAP secondary channel.,0,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,Molecular modeling indicates that binding of MccJ25 within the RNAP secondary channel obstructs the RNAP secondary channel.,0,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,"We conclude that MccJ25 inhibits transcription by binding within and obstructing the RNAP secondary channel--acting essentially as a ""cork in a bottle.",0,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,"""",0,4740447,scifact
scifact_787,Microcin J25 encourages nucleoside triphosphate (NTP) binding.,Obstruction of the RNAP secondary channel represents an attractive target for drug discovery.,0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,Biochemical results indicate that inhibition of transcription occurs at the level of NTP uptake or NTP binding by RNAP.,1,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,The antibacterial peptide microcin J25 (MccJ25) inhibits transcription by bacterial RNA polymerase (RNAP).,0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,"Genetic results indicate that inhibition of transcription requires an extensive determinant, comprising more than 50 amino acid residues, within the RNAP secondary channel (also known as the ""NTP-uptake channel"" or ""pore"").",0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,Biophysical results indicate that inhibition of transcription involves binding of MccJ25 within the RNAP secondary channel.,0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,Molecular modeling indicates that binding of MccJ25 within the RNAP secondary channel obstructs the RNAP secondary channel.,0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,"We conclude that MccJ25 inhibits transcription by binding within and obstructing the RNAP secondary channel--acting essentially as a ""cork in a bottle.",0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,"""",0,4740447,scifact
scifact_788,Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,Obstruction of the RNAP secondary channel represents an attractive target for drug discovery.,0,4740447,scifact
scifact_789,Microglia are an innate immune cell type of the central nervous system.,These physiological functions of microglia in the normal CNS begin during development and persist into maturity.,1,15493354,scifact
scifact_789,Microglia are an innate immune cell type of the central nervous system.,"Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.",1,15493354,scifact
scifact_789,Microglia are an innate immune cell type of the central nervous system.,Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CNS).,0,15493354,scifact
scifact_789,Microglia are an innate immune cell type of the central nervous system.,"Rather than simply reacting to CNS injury, infection, or pathology, emerging lines of evidence indicate that microglia sculpt the structure of the CNS, refine neuronal circuitry and network connectivity, and contribute to plasticity.",0,15493354,scifact
scifact_790,Microglia are an innate immune cell type of the peripheral nervous system.,These physiological functions of microglia in the normal CNS begin during development and persist into maturity.,1,15493354,scifact
scifact_790,Microglia are an innate immune cell type of the peripheral nervous system.,"Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.",1,15493354,scifact
scifact_790,Microglia are an innate immune cell type of the peripheral nervous system.,Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CNS).,0,15493354,scifact
scifact_790,Microglia are an innate immune cell type of the peripheral nervous system.,"Rather than simply reacting to CNS injury, infection, or pathology, emerging lines of evidence indicate that microglia sculpt the structure of the CNS, refine neuronal circuitry and network connectivity, and contribute to plasticity.",0,15493354,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"CONCLUSION Migraine is associated with a twofold increased risk of ischaemic stroke, which is only apparent among people who have migraine with aura.",1,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Additional analyses indicated a significantly higher risk among people who had migraine with aura (2.16, 1.53 to 3.03) compared with people who had migraine without aura (1.23, 0.90 to 1.69; meta-regression for aura status P=0.02).",1,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"OBJECTIVE To evaluate the association between migraine and cardiovascular disease, including stroke, myocardial infarction, and death due to cardiovascular disease.",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,DESIGN Systematic review and meta-analysis.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"DATA SOURCES Electronic databases (PubMed, Embase, Cochrane Library) and reference lists of included studies and reviews published until January 2009.",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,Selection criteria Case-control and cohort studies investigating the association between any migraine or specific migraine subtypes and cardiovascular disease.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,Review methods Two investigators independently assessed eligibility of identified studies in a two step approach.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,Disagreements were resolved by consensus.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,Studies were grouped according to a priori categories on migraine and cardiovascular disease.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,DATA EXTRACTION Two investigators extracted data.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,Pooled relative risks and 95% confidence intervals were calculated.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,RESULTS Studies were heterogeneous for participant characteristics and definition of cardiovascular disease.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Nine studies investigated the association between any migraine and ischaemic stroke (pooled relative risk 1.73, 95% confidence interval 1.31 to 2.29).",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Furthermore, results suggested a greater risk among women (2.08, 1.13 to 3.84) compared with men (1.37, 0.89 to 2.11).",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Age less than 45 years, smoking, and oral contraceptive use further increased the risk.",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Eight studies investigated the association between migraine and myocardial infarction (1.12, 0.95 to 1.32) and five between migraine and death due to cardiovascular disease (1.03, 0.79 to 1.34).",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Only one study investigated the association between women who had migraine with aura and myocardial infarction and death due to cardiovascular disease, showing a twofold increased risk.",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Our results also suggest a higher risk among women and risk was further magnified for people with migraine who were aged less than 45, smokers, and women who used oral contraceptives.",0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,We did not find an overall association between any migraine and myocardial infarction or death due to cardiovascular disease.,0,15984735,scifact
scifact_791,Migraine with aura is associated with ischemic stroke.,"Too few studies are available to reliably evaluate the impact of modifying factors, such as migraine aura, on these associations.",0,15984735,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,All the misunderstandings were associated with lack of patients' participation in the consultation in terms of the voicing of expectations and preferences or the voicing of responses to doctors' decisions and actions.,1,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,They were all associated with potential or actual adverse outcomes such as non-adherence to treatment.,1,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,OBJECTIVES To identify and describe misunderstandings between patients and doctors associated with prescribing decisions in general practice.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,DESIGN Qualitative study.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,SETTING 20 general practices in the West Midlands and south east England.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,PARTICIPANTS 20 general practitioners and 35 consulting patients.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,MAIN OUTCOME MEASURES Misunderstandings between patients and doctors that have potential or actual adverse consequences for taking medicine.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,"RESULTS 14 categories of misunderstanding were identified relating to patient information unknown to the doctor, doctor information unknown to the patient, conflicting information, disagreement about attribution of side effects, failure of communication about doctor's decision, and relationship factors.",0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,Many were based on inaccurate guesses and assumptions.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,In particular doctors seemed unaware of the relevance of patients' ideas about medicines for successful prescribing.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,CONCLUSIONS Patients' participation in the consultation and the adverse consequences of lack of participation are important.,0,3610080,scifact
scifact_792,Misunderstandings between doctors and patients can lead to non-adherence.,The authors are developing an educational intervention that builds on these findings.,0,3610080,scifact
scifact_795,Mitochondria play a major role in apoptosis.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.",1,8551160,scifact
scifact_795,Mitochondria play a major role in apoptosis.,Mitochondria are the primary energy-generating system in most eukaryotic cells.,0,8551160,scifact
scifact_795,Mitochondria play a major role in apoptosis.,"Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues.",0,8551160,scifact
scifact_795,Mitochondria play a major role in apoptosis.,"However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms.",0,8551160,scifact
scifact_795,Mitochondria play a major role in apoptosis.,"Clearly, much about the basic biology of mitochondria remains to be understood.",0,8551160,scifact
scifact_795,Mitochondria play a major role in apoptosis.,Here we discuss recent work that suggests that the dynamics (fusion and fission) of these organelles is important in development and disease.,0,8551160,scifact
scifact_797,Mitochondria play a major role in energy production.,Mitochondria are the primary energy-generating system in most eukaryotic cells.,1,8551160,scifact
scifact_797,Mitochondria play a major role in energy production.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.",0,8551160,scifact
scifact_797,Mitochondria play a major role in energy production.,"Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues.",0,8551160,scifact
scifact_797,Mitochondria play a major role in energy production.,"However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms.",0,8551160,scifact
scifact_797,Mitochondria play a major role in energy production.,"Clearly, much about the basic biology of mitochondria remains to be understood.",0,8551160,scifact
scifact_797,Mitochondria play a major role in energy production.,Here we discuss recent work that suggests that the dynamics (fusion and fission) of these organelles is important in development and disease.,0,8551160,scifact
scifact_798,Mitochondria play a trivial role in calcium homeostasis.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.",1,8551160,scifact
scifact_798,Mitochondria play a trivial role in calcium homeostasis.,Mitochondria are the primary energy-generating system in most eukaryotic cells.,0,8551160,scifact
scifact_798,Mitochondria play a trivial role in calcium homeostasis.,"Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues.",0,8551160,scifact
scifact_798,Mitochondria play a trivial role in calcium homeostasis.,"However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms.",0,8551160,scifact
scifact_798,Mitochondria play a trivial role in calcium homeostasis.,"Clearly, much about the basic biology of mitochondria remains to be understood.",0,8551160,scifact
scifact_798,Mitochondria play a trivial role in calcium homeostasis.,Here we discuss recent work that suggests that the dynamics (fusion and fission) of these organelles is important in development and disease.,0,8551160,scifact
scifact_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,"Our attitude towards candy-""if it tastes that good, it can't be healthy""-betrays society's puritanical stance towards pleasure.",0,5293024,scifact
scifact_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,"Candy has been blamed for various ills, including hyperactivity in children; however, clinical trials have not supported this.1 Candy-sugar confectionery and chocolate-is not a recent invention: the ancient Arabs, Chinese, and Egyptians candied fruits and nuts in honey, and the Aztecs made a chocolate drink from the bean of the cacao tree.",0,5293024,scifact
scifact_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,"Today, Americans gratify themselves with, on average, 5.4 kg of sugar candy and 6.5 kg of chocolate per person annually.2 Since candy has existed for centuries, we surmised that it cannot be totally unhealthy.",0,5293024,scifact
scifact_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,We decided to investigate whether candy consumption was associated with longevity.,0,5293024,scifact
scifact_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,"Subjects were from the Harvard alumni health study, an ongoing study of men entering Harvard University as undergraduates between 1916 and 1950.",0,5293024,scifact
scifact_799,Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,"We included 7841 men, free of cardiovascular disease and cancer, who responded to a health survey …",0,5293024,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"N-cadherin-specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.",1,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology.,0,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"Comparing gene expression in isogenic androgen-dependent and CRPC xenografts, we found a reproducible increase in N-cadherin expression, which was also elevated in primary and metastatic tumors of individuals with CRPC.",0,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"Ectopic expression of N-cadherin in nonmetastatic, androgen-dependent prostate cancer models caused castration resistance, invasion and metastasis.",0,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro.",0,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,"In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression.",0,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance.,0,22180793,scifact
scifact_801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.,0,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression.",1,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.,1,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology.,0,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"Comparing gene expression in isogenic androgen-dependent and CRPC xenografts, we found a reproducible increase in N-cadherin expression, which was also elevated in primary and metastatic tumors of individuals with CRPC.",0,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"Ectopic expression of N-cadherin in nonmetastatic, androgen-dependent prostate cancer models caused castration resistance, invasion and metastasis.",0,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro.",0,22180793,scifact
scifact_802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,"N-cadherin-specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.",0,22180793,scifact
